smiles,source_canonical_id,source_standardized_smiles
*OCCOP(=O)(OCCOc1ccc(S(=O)(=O)c2ccc(*)cc2)cc1)Oc1ccccc1,ru_007686,*OCCOc1ccc(S(=O)(=O)c2ccc(OCCOP(*)(=O)Oc3ccccc3)cc2)cc1
*OCCO[Si](OCCOc1ccc(C2(c3ccc(*)cc3)c3ccccc3-c3ccccc32)cc1)(c1ccccc1)c1ccccc1,ru_007681,*OCCOc1ccc(C2(c3ccc(OCCO[Si](*)(c4ccccc4)c4ccccc4)cc3)c3ccccc3-c3ccccc32)cc1
*OCCOc1c(Br)cc(C(C)(C)c2cc(Br)c(OCCOC(=O)Nc3ccc4c(c3)C(=O)N(c3cccc(P(=O)(c5ccccc5)c5cccc(N6C(=O)c7ccc(NC(*)=O)cc7C6=O)c5)c3)C4=O)c(Br)c2)cc1Br,ru_009166,*c1cc(Br)c(OCCOC(=O)Nc2ccc3c(c2)C(=O)N(c2cccc(P(=O)(c4ccccc4)c4cccc(N5C(=O)c6ccc(NC(=O)OCCOc7c(Br)cc(C(*)(C)C)cc7Br)cc6C5=O)c4)c2)C3=O)c(Br)c1
*OCCOc1c(Br)cc(C(C)(C)c2cc(Br)c(OCCOC(=O)Nc3ccc4c(c3)C(=O)N(c3cccc(P(C)(=O)c5cccc(N6C(=O)c7ccc(NC(*)=O)cc7C6=O)c5)c3)C4=O)c(Br)c2)cc1Br,ru_009167,*c1cc(Br)c(OCCOC(=O)Nc2ccc3c(c2)C(=O)N(c2cccc(P(C)(=O)c4cccc(N5C(=O)c6ccc(NC(=O)OCCOc7c(Br)cc(C(*)(C)C)cc7Br)cc6C5=O)c4)c2)C3=O)c(Br)c1
*OCCOc1cc(OCCOc2ccc(-c3nc4ccc(Oc5ccc6nc(-c7ccc(*)cc7)c(-c7ccccc7)nc6c5)cc4nc3-c3ccccc3)cc2)ccc1/C=C/c1ccc([N+](=O)[O-])cc1,ru_007677,*OCCOc1ccc(-c2nc3ccc(Oc4ccc5nc(-c6ccc(OCCOc7cc(*)ccc7/C=C/c7ccc([N+](=O)[O-])cc7)cc6)c(-c6ccccc6)nc5c4)cc3nc2-c2ccccc2)cc1
*OCCOc1cc([N+](=O)[O-])ccc1/N=N/c1cn(CCOC(=O)Nc2ccc(C)c(NC(*)=O)c2)c2ccc(-c3ccccc3)cc12,ru_005730,*NC(=O)OCCn1cc(/N=N/c2ccc([N+](=O)[O-])cc2OCCOC(=O)Nc2cc(*)ccc2C)c2cc(-c3ccccc3)ccc21
*OCCOc1cc([N+](=O)[O-])ccc1/N=N/c1cn(CCOC(=O)Nc2ccc(C)c(NC(*)=O)c2)c2ccccc12,ru_005731,*NC(=O)OCCn1cc(/N=N/c2ccc([N+](=O)[O-])cc2OCCOC(=O)Nc2cc(*)ccc2C)c2ccccc21
*OCCOc1cc([N+](=O)[O-])ccc1N=Nc1cn(CCOC(=O)Nc2ccc(C)c(NC(*)=O)c2)c2ccc(-c3ccc4c(c3)c3ccccc3n4CCCC)cc12,ru_005547,*N=Nc1ccc([N+](=O)[O-])cc1OCCOC(=O)Nc1cc(NC(=O)OCCn2cc(*)c3cc(-c4ccc5c(c4)c4ccccc4n5CCCC)ccc32)ccc1C
*OCCOc1ccc(-c2nc3ccc(Oc4ccc5nc(-c6ccc(OCCOc7cc(*)ccc7/C=C/c7ccc([N+](=O)[O-])cc7)cc6)c(-c6ccccc6)nc5c4)cc3nc2-c2ccccc2)cc1,ru_007677,*OCCOc1ccc(-c2nc3ccc(Oc4ccc5nc(-c6ccc(OCCOc7cc(*)ccc7/C=C/c7ccc([N+](=O)[O-])cc7)cc6)c(-c6ccccc6)nc5c4)cc3nc2-c2ccccc2)cc1
*OCCOc1ccc(-c2nc3ccc(Oc4ccc5nc(-c6ccc(OCCOc7ccc(/C=C/c8ccc([N+](=O)[O-])cc8)c(*)c7)cc6)c(-c6ccccc6)nc5c4)cc3nc2-c2ccccc2)cc1,ru_007677,*OCCOc1ccc(-c2nc3ccc(Oc4ccc5nc(-c6ccc(OCCOc7cc(*)ccc7/C=C/c7ccc([N+](=O)[O-])cc7)cc6)c(-c6ccccc6)nc5c4)cc3nc2-c2ccccc2)cc1
*OCCOc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)c(OCCOc2ccc(-c3nc4ccc(Oc5ccc6nc(-c7ccc(*)cc7)c(-c7ccccc7)nc6c5)cc4nc3-c3ccccc3)cc2)c1,ru_007677,*OCCOc1ccc(-c2nc3ccc(Oc4ccc5nc(-c6ccc(OCCOc7cc(*)ccc7/C=C/c7ccc([N+](=O)[O-])cc7)cc6)c(-c6ccccc6)nc5c4)cc3nc2-c2ccccc2)cc1
*OCCOc1ccc(/C=C2\CC/C(=C\c3ccc(OCCOP(*)(=O)OCC)c(OC)c3)C2=O)cc1OC,ru_007678,*OCCOc1ccc(/C=C2\CC/C(=C\c3ccc(OCCOP(*)(=O)OCC)c(OC)c3)C2=O)cc1OC
*OCCOc1ccc(/C=C2\CCC(=Cc3ccc(OCCOP(*)(=O)OC)c(OC)c3)C2=O)cc1OC,ru_001407,*C=C1CC/C(=C\c2ccc(OCCOP(=O)(OC)OCCOc3ccc(*)cc3OC)c(OC)c2)C1=O
*OCCOc1ccc(C(*)=O)c(C)c1,ru_004710,*CCOC(=O)c1ccc(O*)cc1C
*OCCOc1ccc(C(*)=O)c(Cl)c1,ru_004711,*CCOC(=O)c1ccc(O*)cc1Cl
*OCCOc1ccc(C(*)=O)cc1,ru_004709,*CCOC(=O)c1ccc(O*)cc1
*OCCOc1ccc(C(*)=O)cc1C,ru_004707,*CCOC(=O)c1ccc(O*)c(C)c1
*OCCOc1ccc(C(*)=O)cc1Cl,ru_004708,*CCOC(=O)c1ccc(O*)c(Cl)c1
*OCCOc1ccc(C(=O)Nc2cc(NC(=O)c3ccc(*)cc3)cc(-c3nc4ccccc4[nH]3)c2)cc1,ru_006151,*Nc1cc(NC(=O)c2ccc(OCCOc3ccc(C(*)=O)cc3)cc2)cc(-c2nc3ccccc3[nH]2)c1
*OCCOc1ccc(C(=O)Nc2ccc(-c3nc4cc(NC(=O)c5ccc(*)cc5)ccc4[nH]3)cc2)cc1,ru_006257,*Nc1ccc(-c2nc3cc(NC(=O)c4ccc(OCCOc5ccc(C(*)=O)cc5)cc4)ccc3[nH]2)cc1
*OCCOc1ccc(C(=O)Nc2ccc3[nH]c(-c4ccc(NC(=O)c5ccc(*)cc5)cc4)nc3c2)cc1,ru_006257,*Nc1ccc(-c2nc3cc(NC(=O)c4ccc(OCCOc5ccc(C(*)=O)cc5)cc4)ccc3[nH]2)cc1
*OCCOc1ccc(C(=O)Nc2ccc3[nH]c(-c4cccc(NC(=O)c5ccc(*)cc5)c4)nc3c2)cc1,ru_006710,*Nc1ccc2[nH]c(-c3cccc(NC(=O)c4ccc(OCCOc5ccc(C(*)=O)cc5)cc4)c3)nc2c1
*OCCOc1ccc(C(=O)Nc2cccc(-c3nc4cc(NC(=O)c5ccc(*)cc5)ccc4[nH]3)c2)cc1,ru_006710,*Nc1ccc2[nH]c(-c3cccc(NC(=O)c4ccc(OCCOc5ccc(C(*)=O)cc5)cc4)c3)nc2c1
*OCCOc1ccc(C(=O)OC(=O)c2ccc(*)cc2)cc1,ru_004802,*CCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1
*OCCOc1ccc(C(=O)OC(=O)c2ccc(C(=O)OC(=O)c3ccc(*)c(OC)c3)cc2)cc1OC,ru_004801,*CCOc1ccc(C(=O)OC(=O)c2ccc(C(=O)OC(=O)c3ccc(O*)c(OC)c3)cc2)cc1OC
*OCCOc1ccc(C(=O)OCCCCCCOC(=O)c2ccc(*)cc2)cc1,ru_004803,*CCOc1ccc(C(=O)OCCCCCCOC(=O)c2ccc(O*)cc2)cc1
*OCCOc1ccc(C(=O)OCCOC(=O)c2ccc(*)cc2)cc1,ru_004804,*CCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1
*OCCOc1ccc(C(C)(C)c2ccc(OCCOC(=O)C3CCC(C(*)=O)CC3)cc2)cc1,ru_010423,*c1ccc(OCCOC(=O)C2CCC(C(=O)OCCOc3ccc(C(*)(C)C)cc3)CC2)cc1
*OCCOc1ccc(C(C)(C)c2ccc(OCCOC(=O)Nc3ccc(Cc4ccc(NC(*)=O)cc4)cc3)cc2)cc1,ru_010424,*c1ccc(OCCOC(=O)Nc2ccc(Cc3ccc(NC(=O)OCCOc4ccc(C(*)(C)C)cc4)cc3)cc2)cc1
*OCCOc1ccc(C(C)(C)c2ccc(OCCOC(=O)Nc3ccc4c(c3)C(=O)N(c3cccc(P(=O)(c5ccccc5)c5cccc(N6C(=O)c7ccc(NC(*)=O)cc7C6=O)c5)c3)C4=O)cc2)cc1,ru_010425,*c1ccc(OCCOC(=O)Nc2ccc3c(c2)C(=O)N(c2cccc(P(=O)(c4ccccc4)c4cccc(N5C(=O)c6ccc(NC(=O)OCCOc7ccc(C(*)(C)C)cc7)cc6C5=O)c4)c2)C3=O)cc1
*OCCOc1ccc(C(C)(C)c2ccc(OCCOC(=O)Nc3ccc4c(c3)C(=O)N(c3cccc(P(C)(=O)c5cccc(N6C(=O)c7ccc(NC(*)=O)cc7C6=O)c5)c3)C4=O)cc2)cc1,ru_010426,*c1ccc(OCCOC(=O)Nc2ccc3c(c2)C(=O)N(c2cccc(P(C)(=O)c4cccc(N5C(=O)c6ccc(NC(=O)OCCOc7ccc(C(*)(C)C)cc7)cc6C5=O)c4)c2)C3=O)cc1
*OCCOc1ccc(C(C)(C)c2ccc(OCCOC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,ru_010427,*c1ccc(OCCOC(=O)c2ccc(C(=O)OCCOc3ccc(C(*)(C)C)cc3)cc2)cc1
*OCCOc1ccc(C(c2ccc(OCCOC(=O)Nc3ccc4c(c3)C(=O)N(c3cccc(P(=O)(c5ccccc5)c5cccc(N6C(=O)c7ccc(NC(*)=O)cc7C6=O)c5)c3)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,ru_006716,*Nc1ccc2c(c1)C(=O)N(c1cccc(P(=O)(c3ccccc3)c3cccc(N4C(=O)c5ccc(NC(=O)OCCOc6ccc(C(c7ccc(OCCOC(*)=O)cc7)(C(F)(F)F)C(F)(F)F)cc6)cc5C4=O)c3)c1)C2=O
*OCCOc1ccc(C(c2ccc(OCCOC(=O)Nc3ccc4c(c3)C(=O)N(c3cccc(P(C)(=O)c5cccc(N6C(=O)c7ccc(NC(*)=O)cc7C6=O)c5)c3)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,ru_011442,*c1cccc(N2C(=O)c3ccc(NC(=O)OCCOc4ccc(C(c5ccc(OCCOC(=O)Nc6ccc7c(c6)C(=O)N(c6cccc(P(*)(C)=O)c6)C7=O)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3C2=O)c1
*OCCOc1ccc(C2(c3ccc(OCCOC(=O)C4CCC(C(*)=O)CC4)cc3)c3ccccc3-c3ccccc32)cc1,ru_007680,*OCCOc1ccc(C2(c3ccc(OCCOC(=O)C4CCC(C(*)=O)CC4)cc3)c3ccccc3-c3ccccc32)cc1
*OCCOc1ccc(C2(c3ccc(OCCOC(=O)NC4CCC(CC5CCC(NC(*)=O)CC5)CC4)cc3)c3ccccc3-c3ccccc32)cc1,ru_005897,*NC1CCC(CC2CCC(NC(=O)OCCOc3ccc(C4(c5ccc(OCCOC(*)=O)cc5)c5ccccc5-c5ccccc54)cc3)CC2)CC1
*OCCOc1ccc(C2(c3ccc(OCCOC(=O)NCCCCCCNC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,ru_005990,*NCCCCCCNC(=O)OCCOc1ccc(C2(c3ccc(OCCOC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1
*OCCOc1ccc(C2(c3ccc(OCCOC(=O)Nc4cc(NC(*)=O)ccc4C)cc3)c3ccccc3-c3ccccc32)cc1,ru_005729,*NC(=O)OCCOc1ccc(C2(c3ccc(OCCOC(=O)Nc4cc(*)ccc4C)cc3)c3ccccc3-c3ccccc32)cc1
*OCCOc1ccc(C2(c3ccc(OCCOC(=O)Nc4ccc(C)c(NC(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,ru_005729,*NC(=O)OCCOc1ccc(C2(c3ccc(OCCOC(=O)Nc4cc(*)ccc4C)cc3)c3ccccc3-c3ccccc32)cc1
*OCCOc1ccc(C2(c3ccc(OCCOC(=O)Nc4ccc(Cc5ccc(NC(*)=O)cc5)cc4)cc3)c3ccccc3-c3ccccc32)cc1,ru_006382,*Nc1ccc(Cc2ccc(NC(=O)OCCOc3ccc(C4(c5ccc(OCCOC(*)=O)cc5)c5ccccc5-c5ccccc54)cc3)cc2)cc1
*OCCOc1ccc(C2(c3ccc(OCCO[Si](*)(c4ccccc4)c4ccccc4)cc3)c3ccccc3-c3ccccc32)cc1,ru_007681,*OCCOc1ccc(C2(c3ccc(OCCO[Si](*)(c4ccccc4)c4ccccc4)cc3)c3ccccc3-c3ccccc32)cc1
*OCCOc1ccc(C=C2CC/C(=C\c3ccc(OCCOP(*)(=O)OC)c(OC)c3)C2=O)cc1OC,ru_001407,*C=C1CC/C(=C\c2ccc(OCCOP(=O)(OC)OCCOc3ccc(*)cc3OC)c(OC)c2)C1=O
*OCCOc1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(*)cc4)C5=O)cc3C2=O)cc1,ru_000921,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCCOc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O
*OCCOc1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(*)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,ru_011097,*c1ccc2c(c1)C(=O)N(c1ccc(OCCOc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O
*OCCOc1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4cccc(*)c4)C5=O)cc3C2=O)cc1,ru_008758,*Oc1ccc2c(c1)C(=O)N(c1cccc(OCCOc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c1)C2=O
*OCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(*)cc3)c(OCCCCC)c2)cc1,ru_000620,*C(=O)Oc1ccc(OCCOc2ccc(OC(=O)c3ccc(*)cc3OCCCCC)cc2)cc1
*OCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(*)cc3)cc2OCCCCC)cc1,ru_000620,*C(=O)Oc1ccc(OCCOc2ccc(OC(=O)c3ccc(*)cc3OCCCCC)cc2)cc1
*OCCOc1ccc(OCCOC(=O)Nc2ccc(Cc3ccc(NC(*)=O)cc3)cc2)cc1,ru_006383,*Nc1ccc(Cc2ccc(NC(=O)OCCOc3ccc(OCCOC(*)=O)cc3)cc2)cc1
*OCCOc1ccc(P(=O)(c2ccccc2)c2ccc(OCCOC(=O)Nc3ccc4c(c3)C(=O)N(c3cccc(P(=O)(c5ccccc5)c5cccc(N6C(=O)c7ccc(NC(*)=O)cc7C6=O)c5)c3)C4=O)cc2)cc1,ru_006717,*Nc1ccc2c(c1)C(=O)N(c1cccc(P(=O)(c3ccccc3)c3cccc(N4C(=O)c5ccc(NC(=O)OCCOc6ccc(P(=O)(c7ccccc7)c7ccc(OCCOC(*)=O)cc7)cc6)cc5C4=O)c3)c1)C2=O
*OCCOc1ccc(P(=O)(c2ccccc2)c2ccc(OCCOC(=O)Nc3ccc4c(c3)C(=O)N(c3cccc(P(C)(=O)c5cccc(N6C(=O)c7ccc(NC(*)=O)cc7C6=O)c5)c3)C4=O)cc2)cc1,ru_011443,*c1cccc(N2C(=O)c3ccc(NC(=O)OCCOc4ccc(P(=O)(c5ccccc5)c5ccc(OCCOC(=O)Nc6ccc7c(c6)C(=O)N(c6cccc(P(*)(C)=O)c6)C7=O)cc5)cc4)cc3C2=O)c1
*OCCOc1ccc(S(=O)(=O)c2ccc(OCCOP(*)(=O)Oc3ccc(Br)cc3)cc2)cc1,ru_007682,*OCCOc1ccc(S(=O)(=O)c2ccc(OCCOP(*)(=O)Oc3ccc(Br)cc3)cc2)cc1
*OCCOc1ccc(S(=O)(=O)c2ccc(OCCOP(*)(=O)Oc3ccc(C)cc3)cc2)cc1,ru_007683,*OCCOc1ccc(S(=O)(=O)c2ccc(OCCOP(*)(=O)Oc3ccc(C)cc3)cc2)cc1
*OCCOc1ccc(S(=O)(=O)c2ccc(OCCOP(*)(=O)Oc3ccc(OC)cc3)cc2)cc1,ru_007684,*OCCOc1ccc(S(=O)(=O)c2ccc(OCCOP(*)(=O)Oc3ccc(OC)cc3)cc2)cc1
*OCCOc1ccc(S(=O)(=O)c2ccc(OCCOP(*)(=O)Oc3ccc([N+](=O)[O-])cc3)cc2)cc1,ru_007685,*OCCOc1ccc(S(=O)(=O)c2ccc(OCCOP(*)(=O)Oc3ccc([N+](=O)[O-])cc3)cc2)cc1
*OCCOc1ccc(S(=O)(=O)c2ccc(OCCOP(*)(=O)Oc3ccccc3)cc2)cc1,ru_007686,*OCCOc1ccc(S(=O)(=O)c2ccc(OCCOP(*)(=O)Oc3ccccc3)cc2)cc1
*OCCOc1cccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4cccc(*)c4)C5=O)cc3C2=O)c1,ru_000990,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(OCCOc3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)c1)C2=O
*OCCOc1cccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(*)cc4)C5=O)cc3C2=O)c1,ru_008758,*Oc1ccc2c(c1)C(=O)N(c1cccc(OCCOc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c1)C2=O
*OCCOc1nc(-c2ccc(OC)cc2)nc(OCCOC(=O)CCCC(*)=O)c1-c1ccc(OC)cc1,ru_007614,*OCCOC(=O)CCCC(=O)OCCOc1nc(-c2ccc(OC)cc2)nc(*)c1-c1ccc(OC)cc1
*OCCOc1nc(-c2ccc(OC)cc2)nc(OCCOC(=O)CCCCC(*)=O)c1-c1ccc(OC)cc1,ru_007617,*OCCOC(=O)CCCCC(=O)OCCOc1nc(-c2ccc(OC)cc2)nc(*)c1-c1ccc(OC)cc1
*OCCOc1nc(-c2ccc(OCCCC)cc2)nc(OCCOC(=O)CCCC(*)=O)c1-c1ccc(OC)cc1,ru_007615,*OCCOC(=O)CCCC(=O)OCCOc1nc(-c2ccc(OCCCC)cc2)nc(*)c1-c1ccc(OC)cc1
*OCCOc1nc(-c2ccc(OCCCC)cc2)nc(OCCOC(=O)CCCC(*)=O)c1-c1ccc(OCCCC)cc1,ru_007616,*OCCOC(=O)CCCC(=O)OCCOc1nc(-c2ccc(OCCCC)cc2)nc(*)c1-c1ccc(OCCCC)cc1
*OCCOc1nc(-c2ccc(OCCCC)cc2)nc(OCCOC(=O)CCCCC(*)=O)c1-c1ccc(OC)cc1,ru_007618,*OCCOC(=O)CCCCC(=O)OCCOc1nc(-c2ccc(OCCCC)cc2)nc(*)c1-c1ccc(OC)cc1
*OCCOc1nc(-c2ccc(OCCCC)cc2)nc(OCCOC(=O)c2cc(/N=N/c3ccc(OCC)cc3)ccc2-c2ccc(/N=N/c3ccc(OCC)cc3)cc2C(*)=O)c1-c1ccc(OC)cc1,ru_007623,*OCCOC(=O)c1cc(/N=N/c2ccc(OCC)cc2)ccc1-c1ccc(/N=N/c2ccc(OCC)cc2)cc1C(=O)OCCOc1nc(-c2ccc(OCCCC)cc2)nc(*)c1-c1ccc(OC)cc1
*OCCOc1nc(-c2ccc(OCCCC)cc2)nc(OCCOC(=O)c2ccc(C(*)=O)cc2)c1-c1ccc(OC)cc1,ru_007630,*OCCOC(=O)c1ccc(C(=O)OCCOc2nc(-c3ccc(OCCCC)cc3)nc(*)c2-c2ccc(OC)cc2)cc1
*OCCOc1nc(-c2ccc(OCCCC)cc2)nc(OCCOC(=O)c2cccc(C(*)=O)c2)c1-c1ccc(OC)cc1,ru_007637,*OCCOC(=O)c1cccc(C(=O)OCCOc2nc(-c3ccc(OCCCC)cc3)nc(*)c2-c2ccc(OC)cc2)c1
*OCCSCCOC(=O)C1CCC(C(*)=O)CC1,ru_007687,*OCCSCCOC(=O)C1CCC(C(*)=O)CC1
*OCCSCCOC(=O)CCC(*)=O,ru_007688,*OCCSCCOC(=O)CCC(*)=O
*OCCSCCOC(=O)CCCC(*)=O,ru_007689,*OCCSCCOC(=O)CCCC(*)=O
*OCCSCCOC(=O)CCCCC(*)=O,ru_007690,*OCCSCCOC(=O)CCCCC(*)=O
*OCCSCCOC(=O)COC(*)=O,ru_007692,*OCCSCCOC(=O)OCC(*)=O
*OCCSCCOC(=O)CSCC(*)=O,ru_007691,*OCCSCCOC(=O)CSCC(*)=O
*OCCSCCOC(=O)OCC(*)=O,ru_007692,*OCCSCCOC(=O)OCC(*)=O
*OCCSCCOC(=O)c1ccc(C(*)=O)cc1,ru_007693,*OCCSCCOC(=O)c1ccc(C(*)=O)cc1
*OCCSCc1ccc(Cc2ccc(CSCCOC(=O)CCSCc3ccc(Cc4ccc(CSCCC(*)=O)cc4)cc3)cc2)cc1,ru_004820,*CCSCc1ccc(Cc2ccc(CSCCC(=O)OCCSCc3ccc(Cc4ccc(CSCCOC(*)=O)cc4)cc3)cc2)cc1
*OCCSCc1ccc(Cc2ccc(CSCCOC(=O)CSCc3ccc(Cc4ccc(CSCC(*)=O)cc4)cc3)cc2)cc1,ru_005172,*CSCc1ccc(Cc2ccc(CSCC(=O)OCCSCc3ccc(Cc4ccc(CSCCOC(*)=O)cc4)cc3)cc2)cc1
*OCCSSCCOC(*)=O,ru_007694,*OCCSSCCOC(*)=O
*OCCSSCCOC(=O)CCC(*)=O,ru_007695,*OCCSSCCOC(=O)CCC(*)=O
*OCC[CH2][Sn]([CH3])([CH3])[CH2]CCOC(=O)C(CCCCCCCCOc1ccc(-c2ccc(OCc3ccc(C#N)cc3)cc2)cc1)C(*)=O,ru_004457,*CCCOC(=O)C(CCCCCCCCOc1ccc(-c2ccc(OCc3ccc(C#N)cc3)cc2)cc1)C(=O)OCC[CH2][Sn]([*])([CH3])[CH3]
*OCC[CH2][Sn]([CH3])([CH3])[CH2]CCOC(=O)C(CCCCCCOc1ccc(-c2ccc(OCc3ccc([N+](=O)[O-])cc3)cc2)cc1)C(*)=O,ru_004458,*CCCOC(=O)C(CCCCCCOc1ccc(-c2ccc(OCc3ccc([N+](=O)[O-])cc3)cc2)cc1)C(=O)OCC[CH2][Sn]([*])([CH3])[CH3]
*OCCc1ccc(*)cc1,ru_004866,*CCc1ccc(O*)cc1
*OCCc1ccc(*)s1,ru_004867,*CCc1ccc(O*)s1
*OCCc1ccc(/N=N/P(=O)(OC)OCCCCCCOP(=O)(N=Nc2ccc(CCOC(=O)c3cc(C(*)=O)cc(C(C)(C)C)c3)cc2)OC)cc1,ru_005536,*N=Nc1ccc(CCOC(=O)c2cc(C(=O)OCCc3ccc(/N=N/P(=O)(OC)OCCCCCCOP(*)(=O)OC)cc3)cc(C(C)(C)C)c2)cc1
*OCCc1ccc(/N=N/P(=O)(OC)OCCOP(=O)(N=Nc2ccc(CCOC(=O)c3cc(C(*)=O)cc(C(C)(C)C)c3)cc2)OC)cc1,ru_005537,*N=Nc1ccc(CCOC(=O)c2cc(C(=O)OCCc3ccc(/N=N/P(=O)(OC)OCCOP(*)(=O)OC)cc3)cc(C(C)(C)C)c2)cc1
*OCCc1ccc(N=NP(=O)(OC)OCCCCCCOP(=O)(/N=N/c2ccc(CCOC(=O)c3cc(C(*)=O)cc(C(C)(C)C)c3)cc2)OC)cc1,ru_005536,*N=Nc1ccc(CCOC(=O)c2cc(C(=O)OCCc3ccc(/N=N/P(=O)(OC)OCCCCCCOP(*)(=O)OC)cc3)cc(C(C)(C)C)c2)cc1
*OCCc1ccc(N=NP(=O)(OC)OCCOP(=O)(/N=N/c2ccc(CCOC(=O)c3cc(C(*)=O)cc(C(C)(C)C)c3)cc2)OC)cc1,ru_005537,*N=Nc1ccc(CCOC(=O)c2cc(C(=O)OCCc3ccc(/N=N/P(=O)(OC)OCCOP(*)(=O)OC)cc3)cc(C(C)(C)C)c2)cc1
*OCCc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(CCOC(=O)c4cccc(C(*)=O)c4)cc3)c2)cc1,ru_004865,*CCc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(CCOC(=O)c4cccc(C(=O)O*)c4)cc3)c2)cc1
*OCCn1cc(/N=N/c2ccc([N+](=O)[O-])cc2OCCOC(=O)Nc2cc(NC(*)=O)ccc2C)c2cc(-c3ccccc3)ccc21,ru_005730,*NC(=O)OCCn1cc(/N=N/c2ccc([N+](=O)[O-])cc2OCCOC(=O)Nc2cc(*)ccc2C)c2cc(-c3ccccc3)ccc21
*OCCn1cc(/N=N/c2ccc([N+](=O)[O-])cc2OCCOC(=O)Nc2cc(NC(*)=O)ccc2C)c2ccccc21,ru_005731,*NC(=O)OCCn1cc(/N=N/c2ccc([N+](=O)[O-])cc2OCCOC(=O)Nc2cc(*)ccc2C)c2ccccc21
*OCCn1cc(N=Nc2ccc([N+](=O)[O-])cc2OCCOC(=O)Nc2cc(NC(*)=O)ccc2C)c2cc(-c3ccc4c(c3)c3ccccc3n4CCCC)ccc21,ru_005547,*N=Nc1ccc([N+](=O)[O-])cc1OCCOC(=O)Nc1cc(NC(=O)OCCn2cc(*)c3cc(-c4ccc5c(c4)c4ccccc4n5CCCC)ccc32)ccc1C
*OCNC(*)=S,ru_004943,*CNC(=S)O*
*OCNC(=O)NCOC(=O)NCCCCCCNC(*)=O,ru_004929,*CNC(=O)NCOC(=O)NCCCCCCNC(=O)O*
*OCNC(=O)NCOC(=O)Nc1cc(NC(*)=O)ccc1C,ru_004930,*CNC(=O)NCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1
*OCNC(=O)NCOC(=O)Nc1ccc(C)c(NC(*)=O)c1,ru_004930,*CNC(=O)NCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1
*OCNc1ccc(*)cc1,ru_004968,*CNc1ccc(O*)cc1
*OCNc1ccc(*)s1,ru_004969,*CNc1ccc(O*)s1
*OCOC(*)=O,ru_005019,*COC(=O)O*
*OCOC(*)=S,ru_005080,*COC(=S)O*
*OCOC1CC2CC(*)C1C2,ru_005082,*COC1CC2CC(O*)C1C2
*OCOC1CCC(*)CC1,ru_005084,*COC1CCC(O*)CC1
*OCOCC(*)C,ru_005118,*COCC(C)O*
*OCOCOc1ccc(C(=O)OC(=O)c2ccc(*)cc2)cc1,ru_005128,*COCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1
*OCOc1ccc(*)cc1,ru_005150,*COc1ccc(O*)cc1
*OCOc1ccc(*)s1,ru_005151,*COc1ccc(O*)s1
*OCOc1ccc(-c2nc(-c3ccc([N+](=O)[O-])cc3)oc2-c2ccc(*)cc2)cc1,ru_010428,*c1ccc(OCOc2ccc(-c3oc(-c4ccc([N+](=O)[O-])cc4)nc3*)cc2)cc1
*OCOc1ccc(-c2oc(-c3ccc([N+](=O)[O-])cc3)nc2-c2ccc(*)cc2)cc1,ru_010428,*c1ccc(OCOc2ccc(-c3oc(-c4ccc([N+](=O)[O-])cc4)nc3*)cc2)cc1
*OCOc1ccc(C(=C(Cl)Cl)c2ccc(*)cc2)cc1,ru_000303,*C(=C(Cl)Cl)c1ccc(OCOc2ccc(*)cc2)cc1
